"stableDegree";"stablePartners";"K-Core";"TentativeSIC";"acronym";"activityType";"barPower";"betwCentrality";"birthDate";"call";"city";"commDate";"country";"ecContribution";"ecMaxContribution";"endDate";"endOfParticipation";"fundingScheme";"intimacy";"manager";"moneyTogether";"myMoney";"name";"numPartners";"numProjects";"objective";"orgId";"organizationUrl";"postCode";"programme";"projectNode";"projectUrl";"projectsTogether";"rcn";"relationshipValue";"role";"shortName";"startDate";"status";"street";"topics";"totMoney";"totalCost";"wBarPower";"weightedBarPower"
18;9;0;;;"PRC";0;83.8647;0;;"PISA";0;"IT";0;0;;false;;0;false;0;0;"NEXTWORKS";77;9;;"996613600";;;;false;;0;;0;;"NXW";;;"VIA LIVORNESE 1027";;2.83346e+06;0;0;-0.032886
4;2;0;;;"REC";0;0;0;;"CERDANYOLA DEL VALLES";0;"ES";0;0;;false;;0;false;0;0;"FUNDACIO PRIVADA ASCAMM";39;3;;"999513124";;;;false;;0;;0;;"ASCAMM";;;"AVENIDA UNIVERSITAT AUTONOMA , PARC TECNOLOGIC DEL VALLES 23";;873831;0;0;0.010548
2;1;0;;;"PUB";0;0;0;;"Athens";0;"EL";0;0;;false;;0;false;0;0;"Hellenic Ministry of Interior and Administrative Reconstruction";17;2;;"996747751";;;;false;;0;;0;;"MAREG";;;"Vas. Sofias 15";;208125;0;0;-0.0633129
2;1;0;;;"PRC";0;0;0;;"Leuven";0;"BE";0;0;;false;;0;false;0;0;"TENFORCE BVBA";27;3;;"985890347";;;;false;;0;;0;;"TF";;;"Havenkant 38";;1.46538e+06;0;0;0.0312151
2;1;0;;;"PUB";0;0;0;;"Karlstad";0;"SE";0;0;;false;;0;false;0;0;"Värmlands läns landsting";22;3;;"941555527";;;;false;;0;;0;;"Experio";;;"Rosenborgsgatan 50";;721472;0;0;-0.0243611
16;8;0;;;"PRC";0;80.1344;0;;"BIOT";0;"FR";0;0;;false;;0;false;0;0;"EASY GLOBAL MARKET SAS";101;10;;"972455847";;;;false;;0;;0;;"EGLOBALMARK";;;"ROUTE DES LUCIOLES 2000 CS 90029 LES ALGORTIHMES BATIMENT A";;2.94635e+06;0;0;-0.0125611
54;27;0;;;"REC";0;17603.5;0;;"MONDRAGON";0;"ES";0;0;;false;;0;false;0;0;"IKERLAN SCL";217;16;;"999581315";;;;false;;0;;0;;"IKERLAN";;;"P JOSE MARIA ARIZMENDIARRIETA 2";;7.69804e+06;0;0;0.0116336
2;1;0;;;"REC";0;0;0;;"Wien";0;"AT";0;0;;false;;0;false;0;0;"ZENTRUM FUR SICHERE INFORMATIONSTECHNOLOGIE - AUSTRIA";24;2;;"975458482";;;;false;;0;;0;;"A-SIT";;;"SEIDLGASSE 22/9";;413612;0;0;-0.0362358
2;1;0;;;"PUB";0;0;0;;"SAINT ETIENNE";0;"FR";0;0;;false;;0;false;0;0;"CENTRE HOSPITALIER UNIVERSITAIRE SAINT ETIENNE - CHU";2;2;;"952760288";;;;false;;0;;0;;"SEUH";;;;;115586;0;0;-0.395533
2;1;0;;;"HES";0;0;0;;"KINGSTON UPON THAMES";0;"UK";0;0;;false;;0;false;0;0;"KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION";53;5;;"999864652";;;;false;;0;;0;;"KINGSTON";;;"RIVER HOUSE HIGH STREET  53-57";;3.94648e+06;0;0;0.0523145
14;7;0;;;"PRC";0;3638.23;0;;"OLIVEIRA DE AZEMEIS";0;"PT";0;0;;false;;0;false;0;0;"GLOBAZ, S.A.";32;6;;"983211983";;;;false;;0;;0;;"GLOBAZ";;;"RUA DR ERNESTO SOARES DOS REIS 208 1 DT SALA Q";;1.0276e+06;0;0;-0.0467229
12;6;0;;;"PRC";0;357.522;0;;"London";0;"UK";0;0;;false;;0;false;0;0;"MAXELER TECHNOLOGIES LIMITED";37;5;;"968922816";;;;false;;0;;0;;"Maxeler Technologies Limited";;;"Down Place  1";;2.98731e+06;0;0;0.0290331
6;3;0;;;"PRC";0;0;0;;"BRUSSEL";0;"BE";0;0;;false;;0;false;0;0;"TIME.LEX";64;6;;"991228063";;;;false;;0;;0;;"time.lex";;;"JOSEPH STEVENSSTRAAT 7";;1.49808e+06;0;0;-0.030059
4;2;0;;;"PRC";0;0;0;;"MONTIGNY LE BRETONNEUX";0;"FR";0;0;;false;;0;false;0;0;"BOUYGUES ENERGIES & SERVICES";49;3;;"953568492";;;;false;;0;;0;;"BYES";;;"RUE STEPHENSON 19";;3.49418e+06;0;0;0.0512677
6;3;0;;;"PRC";0;26.4302;0;;"CORK";0;"IE";0;0;;false;;0;false;0;0;"UNITED TECHNOLOGIES RESEARCH CENTRE IRELAND, LIMITED";70;7;;"971136162";;;;false;;0;;0;;"UTRC";;;"FOURTH FLOOR, PENROSE BUSINESS CENTER, PENROSE WHARF, PENROSE QUAY";;3.02504e+06;0;0;-0.0121518
22;11;0;;;"PRC";0;503.506;0;;"TERNI";0;"IT";0;0;;false;;0;false;0;0;"ASM TERNI SPA";81;5;;"952604700";;;;false;;0;;0;;"ASM";;;"VIA BRUNO CAPPONI 100";;1.61782e+06;0;0;-0.0237685
6;3;0;;;"PRC";0;3138.2;0;;"VALENCIA";0;"ES";0;0;;false;;0;false;0;0;"BRAINSTORM MULTIMEDIA S.L.";38;6;;"999441732";;;;false;;0;;0;;"BRAINSTORM";;;"CALLE MAESTRO GOZALBO PLANTA 23";;2.06411e+06;0;0;0.0684485
2;1;0;;;"PRC";0;0;0;;"AAL";0;"NO";0;0;;false;;0;false;0;0;"Hallingdoelen AS";29;3;;"940535378";;;;false;;0;;0;;"Hallingdoelen";;;"Sundrevegen 79";;227456;0;0;-0.0525663
6;3;0;;;"HES";0;254.879;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY OF WESTMINSTER LBG";69;9;;"999858250";;;;false;;0;;0;;"UOW";;;"REGENT STREET 309";;4.94677e+06;0;0;0.0630766
4;2;0;;;"PRC";0;10.3998;0;;"MILANO";0;"IT";0;0;;false;;0;false;0;0;"AB.ACUS SRL";65;6;;"999718570";;;;false;;0;;0;;"ABACUS";;;"VIA BARTOLINI LORENZO 39";;1.95372e+06;0;0;-0.0053025
4;2;0;;;"HES";0;5.68896;0;;"HEERLEN";0;"NL";0;0;;false;;0;false;0;0;"OPEN UNIVERSITEIT NEDERLAND";47;3;;"999589269";;;;false;;0;;0;;"OUNL";;;"VALKENBURGERWEG  177";;1.88552e+06;0;0;0.0518703
6;3;0;;;"REC";0;23.2174;0;;"DORTMUND";0;"DE";0;0;;false;;0;false;0;0;"FTK FORSCHUNGSINSTITUT FUR TELEKOMMUNIKATION UND KOOPERATION EV";31;4;;"991821994";;;;false;;0;;0;;"FTK";;;"MARTIN-SCHMEISSER WEG 4";;1.42625e+06;0;0;0.0359456
16;8;0;;;"HES";0;2986.14;0;;"SOFIA";0;"BG";0;0;;false;;0;false;0;0;"SOFIISKI UNIVERSITET SVETI KLIMENT OHRIDSKI";143;10;;"999887641";;;;false;;0;;0;;"LOZENETS";;;"BUL TZAR OSVOBODITEL 15";;2.43057e+06;0;0;-0.00248282
4;2;0;;;"PRC";0;39.0324;0;;"KOLN";0;"DE";0;0;;false;;0;false;0;0;"NUROGAMES GMBH";54;7;;"969034463";;;;false;;0;;0;;"NG";;;"SCHAAFENSTRASSE 25";;2.33041e+06;0;0;-0.00399761
14;7;0;;;"PRC";0;107.523;0;;"LEIXLIP";0;"IE";0;0;;false;;0;false;0;0;"INTEL RESEARCH AND DEVELOPMENT IRELAND LIMITED";83;9;;"987086066";;;;false;;0;;0;;"INTEL";;;"COLLINSTOWN INDUSTRIAL PARK";;5.10244e+06;0;0;0.00162906
38;19;0;;;"PRC";0;521.281;0;;"DUSSELDORF";0;"DE";0;0;;false;;0;false;0;0;"HUAWEI TECHNOLOGIES DUESSELDORF GMBH";120;9;;"996543275";;;;false;;0;;0;;"HUA";;;"HANSAALLEE 205";;5.49954e+06;0;0;0.0142018
6;3;0;;;"PRC";0;0;0;;"LIMASSOL";0;"CY";0;0;;false;;0;false;0;0;"PRIMETEL PLC";32;3;;"999670361";;;;false;;0;;0;;"PRIMETEL";;;"OMONOIAS 141, MARITIME CENTRE";;808625;0;0;-0.0216661
16;8;0;;;"PRC";0;38.003;0;;"LONDON";0;"UK";0;0;;false;;0;false;0;0;"INTERDIGITAL EUROPE LTD";48;5;;"950635891";;;;false;;0;;0;;"IDCC";;;"64 GREAT EASTERN STREET SECOND FLOOR";;1.7917e+06;0;0;-0.00495861
2;1;0;;;"PRC";0;0;0;;"SEVILLA";0;"ES";0;0;;false;;0;false;0;0;"WELLNESS TELECOM SL";27;4;;"991160066";;;;false;;0;;0;;"WTELECOM";;;"CALLE CHARLES DARWIN SN, PABELLON MONORRAIL";;1.09312e+06;0;0;-0.0489123
70;35;0;;;"PRC";0;4958.17;0;;"PARIS";0;"FR";0;0;;false;;0;false;0;0;"ORANGE SA";194;17;;"999908981";;;;false;;0;;0;;"ORANGE SA";;;"RUE OLIVIER DE SERRES 78";;6.05143e+06;0;0;-0.00359021
2;1;0;;;"HES";0;0;0;;"MUNCHEN";0;"DE";0;0;;false;;0;false;0;0;"FACHHOCHSCHULE MUNCHEN*";16;2;;"998322837";;;;false;;0;;0;;"MUAS";;;"LOTHSTRASSE 34";;926650;0;0;0.0355897
6;3;0;;;"REC";0;0;0;;"POZNAN";0;"PL";0;0;;false;;0;false;0;0;"FUNDACJA UNIWERSYTETU IM ADAMA MICKIEWICZA W POZNANIU";12;3;;"999903258";;;;false;;0;;0;;"PSTP";;;"UL. RUBIEZ 46";;273533;0;0;-0.052112
70;35;0;;;"PUB";0;123.967;0;;"ATHENS";0;"EL";0;0;;false;;0;false;0;0;"GENIKI GRAMMATIA EREVNAS KAI TECHNOLOGIAS";62;6;;"999827016";;;;false;;0;;0;;"GSRT";;;"Mesogeion Avenue   14-18";;536246;0;0;-0.0270895
8;4;0;;;"PUB";0;0;0;;"PALAISEAU";0;"FR";0;0;;false;;0;false;0;0;"OPTICSVALLEY-AU SERVICE DE L OPTIQUE DE L ELECTRONIQUE ET DE L INGENIERIE LOGICIELLE EN ILE-DE-FRANCE";14;2;;"999623025";;;;false;;0;;0;;"OV";;;"Boulevard NICOLAS SAMSON 35";;279339;0;0;0.0325765
6;3;0;;;"REC";0;4.67575;0;;"BRATISLAVA";0;"SK";0;0;;false;;0;false;0;0;"MEDZINARODNE LASEROVE CENTRUM";49;3;;"998204594";;;;false;;0;;0;;"ILC";;;"ILKOVICOVA 3";;209795;0;0;-0.0302497
14;7;0;;;"OTH";0;925.001;0;;"Weiz";0;"AT";0;0;;false;;0;false;0;0;"PHOTONICS AUSTRIA - PLATTFORM ZUR FOERDERUNG DER OESTERREICHISCHEN WIRTSCHAFT, WISSENSCHAFT UND LEHRE IM BEREICH PHOTONIK";22;3;;"949035003";;;;false;;0;;0;;"PhAu";;;"Franz-Pichler-Strasse 30";;346853;0;0;-0.0167474
4;2;0;;;"REC";0;0;0;;"PATERNA, VALENCIA";0;"ES";0;0;;false;;0;false;0;0;"ASOCIACION INDUSTRIAL DE OPTICA, COLOR E IMAGEN";26;3;;"999648924";;;;false;;0;;0;;"AIDO";;;"CALLE NICOLAS COPERNICO 7 PARQUE TECNOLOGICO";;116334;0;0;-0.0858803
22;11;0;;;"PRC";0;13034.5;0;;"JÄRFÄLLA";0;"SE";0;0;;false;;0;false;0;0;"Ekonomiska föreningen PhotonicSweden";26;4;;"965095972";;;;false;;0;;0;;"EaPS";;;"OPERETTGRÄND 4";;620416;0;0;0.00545658
8;4;0;;;"PRC";0;0;0;;"HANNOVER";0;"DE";0;0;;false;;0;false;0;0;"OPTECNET DEUTSCHLAND E.V.";14;2;;"999648051";;;;false;;0;;0;;"OND";;;"GARBSENER LANDSTRASSE 10";;183894;0;0;-0.0127225
14;7;0;;;"PRC";0;6.32308;0;;"VASTERAS";0;"SE";0;0;;false;;0;false;0;0;"ABB AB";215;7;;"998509853";;;;false;;0;;0;;"ABB AB";;;"Kopparbergsvagen 2";;3.80851e+06;0;0;-0.00791912
4;2;0;;;"PRC";0;0;0;;"KARLSRUHE";0;"DE";0;0;;false;;0;false;0;0;"CAS SOFTWARE AG";24;4;;"999797334";;;;false;;0;;0;;"CAS";;;"CAS WEG 1-5";;1.98269e+06;0;0;0.0144888
6;3;0;;;"REC";0;11.1794;0;;"KISTA";0;"SE";0;0;;false;;0;false;0;0;"SICS Swedish ICT AB";74;6;;"999588202";;;;false;;0;;0;;"SICS";;;"PO BOX 1263";;3.47474e+06;0;0;0.0267104
2;1;0;;;"HES";0;0;0;;"WATERFORD";0;"IE";0;0;;false;;0;false;0;0;"WATERFORD INSTITUTE OF TECHNOLOGY";50;7;;"999618660";;;;false;;0;;0;;"WIT";;;"CORK ROAD";;2.72585e+06;0;0;0.0548774
2;1;0;;;"HES";0;0;0;;"ZAGREB";0;"HR";0;0;;false;;0;false;0;0;"SVEUCILISTE U ZAGREBU FAKULTET ELEKTROTEHNIKE I RACUNARSTVA";46;8;;"999876486";;;;false;;0;;0;;"UNIZG-FER";;;"UNSKA 3";;2.5288e+06;0;0;-0.0266548
4;2;0;;;"HES";0;0;0;;"NEW BRUNSWICK";0;"US";0;0;;false;;0;false;0;0;"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY";34;3;;"999882403";;;;false;;0;;0;;"RUTGERS";;;"RUTGERS PLAZA 3";;0;0;0;-0.0900846
12;6;0;;;"PRC";0;6336.47;0;;"BRUXELLES";0;"BE";0;0;;false;;0;false;0;0;"EUROPE UNLIMITED S.A.";45;6;;"999775315";;;;false;;0;;0;;"EUN";;;"PLACE FLAGEY 7";;1.59079e+06;0;0;0.0300284
2;1;0;;;"PRC";0;0;0;;"TASSIN LA DEMI LUNE";0;"FR";0;0;;false;;0;false;0;0;"CHRONOCAM SAS";13;2;;"940507636";;;;false;;0;;0;;"CHRONOCAM";;;"1 BIS ALLEE DU SAUZE";;1.08479e+06;0;0;0.0163482
4;2;0;;;"OTH";0;2.59128;0;;"LES CLAYES SOUS BOIS";0;"FR";0;0;;false;;0;false;0;0;"OW2 CONSORTIUM ASSOCIATION";26;4;;"989865892";;;;false;;0;;0;;"OW2";;;"AV JEAN JAURES 7";;1.54578e+06;0;0;0.00199133
16;8;0;;;"PRC";0;0.861499;0;;"Roma";0;"IT";0;0;;false;;0;false;0;0;"ERICSSON TELECOMUNICAZIONI";50;5;;"996447342";;;;false;;0;;0;;"ERICSSON";;;"VIA ANAGNINA 203";;1.76734e+06;0;0;-0.015811
10;5;0;;;"PRC";0;54.9039;0;;"ATHENS";0;"EL";0;0;;false;;0;false;0;0;"COSMOTE KINITES TILEPIKOINONIES AE";54;6;;"999654550";;;;false;;0;;0;;"COSMOTE";;;"KIFISSIAS 99";;1.23336e+06;0;0;-0.0441123
10;5;0;;;"HES";0;209.067;0;;"WUERZBURG";0;"DE";0;0;;false;;0;false;0;0;"JULIUS-MAXIMILIANS UNIVERSITAET WUERZBURG";58;18;;"999853206";;;;false;;0;;0;;"UNI WUE";;;"SANDERRING  2";;1.5334e+07;0;0;-0.00104648
12;6;0;;;"PRC";0;194.425;0;;"CEUTI";0;"ES";0;0;;false;;0;false;0;0;"HOP UBIQUITOUS SL";111;5;;"949752221";;;;false;;0;;0;;"HOPU";;;"CALLE LUIS BUNUEL 6";;671050;0;0;-0.0211523
24;12;0;;;"PRC";0;297.335;0;;"EINDHOVEN";0;"NL";0;0;;false;;0;false;0;0;"PHILIPS LIGHTING B.V.";194;9;;"997593106";;;;false;;0;;0;;"PHILIPS";;;"HIGH TECH CAMPUS 45";;4.79772e+06;0;0;0.00498918
12;6;0;;;"PRC";0;0;0;;"CAMBRIDGE";0;"UK";0;0;;false;;0;false;0;0;"ARM LIMITED";68;8;;"999813824";;;;false;;0;;0;;"ARM";;;"110 FULBOURN ROAD";;3.86161e+06;0;0;-0.0107027
20;10;0;;;"PRC";0;60.4908;0;;"EINDHOVEN";0;"NL";0;0;;false;;0;false;0;0;"NXP SEMICONDUCTORS NETHERLANDS BV";115;7;;"999995020";;;;false;;0;;0;;"NXP";;;"High Tech Campus 60";;4.3005e+06;0;0;0.0244429
26;13;0;;;"PRC";0;1611.82;0;;"EINDHOVEN";0;"NL";0;0;;false;;0;false;0;0;"PHILIPS ELECTRONICS NEDERLAND B.V.";218;19;;"999991625";;;;false;;0;;0;;"PHR";;;"Boschdijk  525";;9.87319e+06;0;0;0.0142908
2;1;0;;;"PRC";0;0;0;;"DUISBURG";0;"DE";0;0;;false;;0;false;0;0;"MICROTEC GESELLSCHAFT FUR MIKROTECHNOLOGIE MBH";19;3;;"999582867";;;;false;;0;;0;;"microTEC";;;"BISMARCKSTRASSE 142B";;764750;0;0;-0.0349623
18;9;0;;;"PRC";0;494.828;0;;"VILLACH";0;"AT";0;0;;false;;0;false;0;0;"TECHNIKON FORSCHUNGS- UND PLANUNGSGESELLSCHAFT MBH";90;12;;"999761735";;;;false;;0;;0;;"TEC";;;"BURGPLATZ 3A";;4.35353e+06;0;0;-0.033959
2;1;0;;;"PRC";0;0;0;;"KLEIN-WINTERNHEIM";0;"DE";0;0;;false;;0;false;0;0;"SYSGO AG";23;2;;"999723323";;;;false;;0;;0;;"SYSG";;;"Am Pfaffenstein 14";;1.16997e+06;0;0;0.0385245
56;28;0;;;"PRC";0;323.87;0;;"COURBEVOIE";0;"FR";0;0;;false;;0;false;0;0;"THALES SA";256;14;;"999751938";;;;false;;0;;0;;"TRT";;;"TOUR CARPE DIEM PLACE DES COROLLES ESPLANADE NORD";;6.6325e+06;0;0;0.00397548
14;7;0;;;"HES";0;6310.38;0;;"PALLINI";0;"EL";0;0;;false;;0;false;0;0;"ELLINOGERMANIKI AGOGI SCHOLI PANAGEA SAVVA AE";74;9;;"998080337";;;;false;;0;;0;;"EA";;;"DIMITRIOU PANAGEA STR";;1.93498e+06;0;0;-0.0238663
4;2;0;;;"PUB";0;0;0;;"FUMANE";0;"IT";0;0;;false;;0;false;0;0;"ISTITUTO COMPRENSIVO STATALE B. LORENZI FUMANE VR";22;2;;"943897786";;;;false;;0;;0;;"PE";;;"VIA PIO BRUGNOLI 36";;366625;0;0;-0.040153
30;15;0;;;"REC";0;6241.11;0;;"TAASTRUP";0;"DK";0;0;;false;;0;false;0;0;"TEKNOLOGISK INSTITUT";192;17;;"999460356";;;;false;;0;;0;;"DTI";;;"GREGERSENSVEJ 1";;1.22167e+07;0;0;0.0321761
2;1;0;;;"OTH";0;0;0;;"Louvain-la-Neuve";0;"BE";0;0;;false;;0;false;0;0;"Association europeenne pour la biomasse";20;2;;"988834006";;;;false;;0;;0;;"AEBIOM";;;"Croix du Sud 2";;380390;0;0;0.0221168
22;11;0;;;"PRC";0;16.5324;0;;"Helsinki";0;"FI";0;0;;false;;0;false;0;0;"MOTIVA OY";55;3;;"950479042";;;;false;;0;;0;;"MOTIVA";;;"Urho Kekkosen katu 4-6 A";;276215;0;0;-0.00146201
2;1;0;;;"OTH";0;0;0;;"PLOVDIV";0;"BG";0;0;;false;;0;false;0;0;"NACIONALNA ASOCIACIA PO BIOMASA";20;2;;"999758825";;;;false;;0;;0;;"BGBIOM";;;"ULICA ANTIM PARVI 22";;231458;0;0;-0.0216082
30;15;0;;;"PRC";0;3634.17;0;;"WARSZAWA";0;"PL";0;0;;false;;0;false;0;0;"KRAJOWA AGENCJA POSZANOWANIA ENERGII SPOLKA AKCYJNA";89;7;;"994565930";;;;false;;0;;0;;"KAPE";;;"UL. NOWOWIEJSKA 21/25";;567334;0;0;-0.0260904
4;2;0;;;"REC";0;0;0;;"BARCELONA";0;"ES";0;0;;false;;0;false;0;0;"FUNDACIO PRIVADA CLINIC PER A LA RECERCA BIOMEDICA";64;5;;"999477525";;;;false;;0;;0;;"FCRB";;;"CARRER ROSSELLO 149-153";;2.16317e+06;0;0;-0.0097806
6;3;0;;;"OTH";0;0;0;;"Oldenburg";0;"DE";0;0;;false;;0;false;0;0;"SafeTRANS e.V.";74;2;;"996293694";;;;false;;0;;0;;"STRANS";;;"Escherweg   2";;187950;0;0;-0.00753095
10;5;0;;;"PRC";0;107.859;0;;"BERTRANGE";0;"LU";0;0;;false;;0;false;0;0;"INTELLIGENTSIA CONSULTANTS SARL";31;8;;"952669496";;;;false;;0;;0;;"Intelligentsia";;;"RUE DE MAMER 38";;1.10478e+06;0;0;-0.109956
12;6;0;;;"HES";0;4.93547;0;;"GIESSEN";0;"DE";0;0;;false;;0;false;0;0;"JUSTUS-LIEBIG-UNIVERSITAET GIESSEN";98;12;;"999840111";;;;false;;0;;0;;"JLU";;;"LUDWIGSTRASSE 23";;5.35438e+06;0;0;-0.00301709
18;9;0;;;"REC";0;6301.36;0;;"SEVILLA";0;"ES";0;0;;false;;0;false;0;0;"INSTITUTO ANDALUZ DE INVESTIGACIONY FORMACION AGRARIA PESQUERA ALIMENTARIA Y DE LA PRODUCCION ECOLOGICA";86;7;;"997591651";;;;false;;0;;0;;"IFAPA";;;"AVENIDA GRECIA S/N EDF ATVO LOS BERMEJALES";;1.085e+06;0;0;-0.00419071
18;9;0;;;"REC";0;29.3064;0;;"LEIPZIG";0;"DE";0;0;;false;;0;false;0;0;"INSTITUT FUR ANGEWANDTE INFORMATIK EV";92;7;;"998797652";;;;false;;0;;0;;"INFAI";;;"HAINSTRASSE 11";;3.9555e+06;0;0;0.0382899
2;1;0;;;"PRC";0;0;0;;"BERGEN";0;"NO";0;0;;false;;0;false;0;0;"CESSDA AS";35;4;;"940721715";;;;false;;0;;0;;"CESSDA AS";;;"PARKVEIEN 20";;4.34126e+06;0;0;0.117382
10;5;0;;;"PRC";0;3141.3;0;;"BIOT";0;"FR";0;0;;false;;0;false;0;0;"GEIE ERCIM";56;6;;"999593828";;;;false;;0;;0;;"ERCIM";;;"ROUTE DES LUCIOLES 2004 SOPHIA ANTIPOLIS";;2.3306e+06;0;0;-0.0018905
2;1;0;;;"REC";0;0;0;;"CAMBRIDGE";0;"UK";0;0;;false;;0;false;0;0;"OPEN PHACTS FOUNDATION LBG";50;2;;"949888118";;;;false;;0;;0;;"Open Phacts";;;"MILTON ROAD 290 292 SCIENCE PARK THOMAS GRAHAM HOUSE";;425950;0;0;-0.0196093
2;1;0;;;"REC";0;0;0;;"ROTTERDAM";0;"NL";0;0;;false;;0;false;0;0;"NEURASMUS BV";16;2;;"968992268";;;;false;;0;;0;;"Neurasmus BV";;;"DR MOLEWATERPLEIN 50 KMR EE 1202A";;934700;0;0;-0.00263945
28;14;0;;;"PUB";0;57.7648;0;;"ABERDEEN";0;"UK";0;0;;false;;0;false;0;0;"MARINE SCOTLAND";128;7;;"999835358";;;;false;;0;;0;;"MSS";;;"VICTORIA ROAD 375";;1.43449e+06;0;0;-0.00584845
4;2;0;;;"REC";0;0;0;;"LISBOA";0;"PT";0;0;;false;;0;false;0;0;"WAVEC/OFFSHORE RENEWABLES - CENTRO DE ENERGIA OFFSHORE ASSOCIACAO";30;4;;"999543485";;;;false;;0;;0;;"WAVEC";;;"RUA DOM JERONIMO OSORIO 11";;1.79181e+06;0;0;-0.0352976
4;2;0;;;"OTH";0;0;0;;"CHELTENHAM";0;"UK";0;0;;false;;0;false;0;0;"OPEN DATA INSTITUTE LBG";16;4;;"951561950";;;;false;;0;;0;;"ODI";;;"ST. JAMES SQUARE, ST. JAMES HOUSE (1ST. FLOOR)";;2.05977e+06;0;0;-0.0843902
6;3;0;;;"PRC";0;11270.7;0;;"ROMA";0;"IT";0;0;;false;;0;false;0;0;"META Group S.R.L";50;8;;"999735157";;;;false;;0;;0;;"META";;;"VIALE UMBERTO TUPINI 116";;4.65829e+06;0;0;0.0662833
2;1;0;;;"PUB";0;0;0;;"ZARAGOZA";0;"ES";0;0;;false;;0;false;0;0;"AYUNTAMIENTO DE ZARAGOZA";36;4;;"969236417";;;;false;;0;;0;;"ZGZ";;;"PLAZA DEL PILAR 18";;252350;0;0;-0.0572525
40;20;0;;;"REC";0;2925.64;0;;"NEUCHATEL";0;"CH";0;0;;false;;0;false;0;0;"CSEM CENTRE SUISSE D'ELECTRONIQUE ET DE MICROTECHNIQUE SA - RECHERCHE ET DEVELOPPEMENT";328;28;;"999958839";;;;false;;0;;0;;"CSEM";;;"RUE JAQUET DROZ 1";;981752;0;0;-0.0676233
62;31;0;;;"PRC";0;1629.22;0;;"STOCKHOLM";0;"SE";0;0;;false;;0;false;0;0;"ERICSSON AB";226;12;;"999910921";;;;false;;0;;0;;"EAB";;;"TORSHAMNSGATAN 23";;4.97897e+06;0;0;-0.00354949
6;3;0;;;"PRC";0;0;0;;"BOULOGNE BILLANCOURT";0;"FR";0;0;;false;;0;false;0;0;"ALCATEL - LUCENT BELL LABS FRANCE";55;5;;"996377696";;;;false;;0;;0;;"ALBLF";;;"ROUTE DE LA REINE 148-152";;2.28677e+06;0;0;-0.00464847
28;14;0;;;"HES";0;4060.2;0;;"LIMERICK";0;"IE";0;0;;false;;0;false;0;0;"UNIVERSITY OF LIMERICK";126;16;;"999809071";;;;false;;0;;0;;"UL";;;"NATIONAL TECHNOLOGICAL PARK, PLASSEY";;7.50867e+06;0;0;0.018358
6;3;0;;;"PRC";0;3145.53;0;;"ENSCHEDE";0;"NL";0;0;;false;;0;false;0;0;"LIONIX BV";38;5;;"999659206";;;;false;;0;;0;;"LIONIX BV";;;"HENGELOSESTRAAT 500";;2.66147e+06;0;0;-0.00187352
2;1;0;;;"PRC";0;0;0;;"Dublin";0;"IE";0;0;;false;;0;false;0;0;"Alcatel Lucent Ireland Limited";16;2;;"990844040";;;;false;;0;;0;;"Alcatel-Lucent";;;"BLANCHARDSTOWN INDUSTRIAL PARK";;1.08185e+06;0;0;0.0149188
4;2;0;;;"PRC";0;0;0;;"DE RIJP";0;"NL";0;0;;false;;0;false;0;0;"TAUS BV";12;2;;"994797857";;;;false;;0;;0;;"TAUS";;;"OOSTEINDE 9";;738750;0;0;-0.0489631
2;1;0;;;"PRC";0;0;0;;"VELIZY VILLACOUBLAY";0;"FR";0;0;;false;;0;false;0;0;"THALES ELECTRON DEVICES SAS";35;3;;"999587523";;;;false;;0;;0;;"TED";;;"RUE MARCEL DASSAULT 2";;1.13542e+06;0;0;-0.00681528
12;6;0;;;"PRC";0;0;0;;"FORNEBU";0;"NO";0;0;;false;;0;false;0;0;"TELENOR ASA";36;4;;"999910630";;;;false;;0;;0;;"Telenor";;;"SNAROYVEIEN 30";;456566;0;0;-0.0598387
4;2;0;;;"PRC";0;0;0;;"FORNEBU";0;"NO";0;0;;false;;0;false;0;0;"CELERWAY COMMUNICATION AS";13;2;;"947553425";;;;false;;0;;0;;"Celerway";;;"MARTIN LINGES VEI 17";;925096;0;0;-0.0316564
2;1;0;;;"HES";0;0;0;;"SALFORD";0;"UK";0;0;;false;;0;false;0;0;"THE UNIVERSITY OF SALFORD";94;7;;"999829441";;;;false;;0;;0;;"SOBE";;;"THE CRESCENT 43";;1.81805e+06;0;0;-0.0124807
18;9;0;;;"PRC";0;9730.67;0;;"BONN";0;"DE";0;0;;false;;0;false;0;0;"EMPIRICA GESELLSCHAFT FUER KOMMUNIKATIONS- UND TECHNOLOGIE FORSCHUNG MBH";78;9;;"999801990";;;;false;;0;;0;;"empirica";;;"OXFORDSTRASSE 2";;2.54514e+06;0;0;0.0351475
6;3;0;;;"PRC";0;336.742;0;;"GENOVA";0;"IT";0;0;;false;;0;false;0;0;"SOFTECO SISMAT SRL";36;4;;"999802766";;;;false;;0;;0;;"Softeco";;;"VIA DE MARINI 1";;1.43815e+06;0;0;0.029818
