"K-Core","TentativeSIC","acronym","activityType","barPower","betwCentrality","birthDate","call","city","commDate","country","ecContribution","ecMaxContribution","endDate","endOfParticipation","fundingScheme","intimacy","manager","moneyTogether","myMoney","name","numPartners","numProjects","objective","orgId","organizationUrl","postCode","programme","projectNode","projectUrl","projectsTogether","rcn","relationshipValue","role","shortName","startDate","status","street","topics","totMoney","totalCost","wBarPower","weightedBarPower"
0,,,"PRC",0,0,0,,"SZENTGYÖRGYVÖLGY",0,"HU",0,0,,false,,0,false,0,0,"BIOMORV LTD.",0,1,,"938010468",,,,false,,0,,0,,"BIOMORV Ltd.",,,"KOSSUTH UTCA 34",,50000,0,0,0
0,,,"PRC",0,0,0,,"CAMBRIDGE",0,"UK",0,0,,false,,0,false,0,0,"ALTERIX LTD",0,1,,"938119011",,,,false,,0,,0,,"Alterix Ltd",,,"77A SHELFROD RD",,50000,0,0,0
0,,,"PRC",0,0,0,,"CARNFORTH",0,"UK",0,0,,false,,0,false,0,0,"CARDIOCITY LIMITED",0,1,,"938095537",,,,false,,0,,0,,"Cardiocity Limited",,,"GROSVENOR ROAD 10",,50000,0,0,0
32,,,"REC",0,0,0,,"DARMSTADT",0,"DE",0,0,,false,,0,false,0,0,"FACILITY FOR ANTIPROTON AND ION RESEARCH IN EUROPE GMBH",16,1,,"952906758",,,,false,,0,,0,,"FAIR",,,"PLANCKSTRASSE 1",,192500,0,0,0.0546621
32,,,"OTH",0,0,0,,"BRUXELLES",0,"BE",0,0,,false,,0,false,0,0,"ASSOCIATION INTERNATIONALE EXTREME-LIGHT-INFRASTRUCTURE DELIVERY CONSORTIUM",24,3,,"939502328",,,,false,,0,,0,,"ELI-DC",,,"RUE MONTOYER 23",,2.73232e+06,0,0,0.0985515
32,,,"REC",0,0,0,,"Novosibirsk",0,"RU",0,0,,false,,0,false,0,0,"Budker Institute of Nuclear Physics of SB RUS",16,1,,"997901857",,,,false,,0,,0,,"BINP",,,"Academician Lavrentiev Avenue 11",,48750,0,0,-0.0300837
32,,,"PRC",0,0,0,,"DUBNA",0,"RU",0,0,,false,,0,false,0,0,"JOINT INSTITUTE FOR NUCLEAR RESEARCH",16,1,,"998164436",,,,false,,0,,0,,"JINR",,,"JOLIOT CURIE 6",,62500,0,0,-0.0219775
32,,,"REC",0,0,0,,"MOSCOW",0,"RU",0,0,,false,,0,false,0,0,"RUSSIAN RESEARCH CENTRE KURCHATOV INSTITUTE",16,1,,"999906071",,,,false,,0,,0,,"NRC KI",,,"Kurchatov square  1",,197500,0,0,0.0576098
32,,,"REC",0,0,0,,"MOSKVA",0,"RU",0,0,,false,,0,false,0,0,"A.V. SHUBNIKOV INSTITUTE OF CRYSTALLOGRAPHY RUSSIAN ACADEMY OF SCIENCES",16,1,,"998177822",,,,false,,0,,0,,"IC RAS",,,"LENINSKY PROSPECT  59",,22500,0,0,-0.045559
66,,,"REC",0,13.964,0,,"GRENOBLE",0,"FR",0,0,,false,,0,false,0,0,"INSTITUT MAX VON LAUE - PAUL LANGEVIN",54,6,,"999933522",,,,false,,0,,0,,"ILL",,,"71 AVENUE DES MARTYRS",,3.982e+06,0,0,-0.00296557
32,,,"HES",0,0,0,,"GATCHINA",0,"RU",0,0,,false,,0,false,0,0,"B.P. KONSTANTINOV PETERSBURG NUCLEAR PHYSICS INSTITUTE",16,1,,"998357854",,,,false,,0,,0,,"PNPI",,,"1 MKR. ORLOVA ROSHCHA",,62500,0,0,-0.0219775
32,,,"REC",0,0,0,,"NIZHNY NOVGOROD",0,"RU",0,0,,false,,0,false,0,0,"INSTITUTE OF APPLIED PHYSICS, RUSSIAN ACADEMY OF SCIENCES",16,1,,"999821196",,,,false,,0,,0,,"IAP-RAS",,,"46 UL'YANOV STREET",,62500,0,0,-0.0219775
72,,,"REC",0,0,0,,"SCHENEFELD",0,"DE",0,0,,false,,0,false,0,0,"EUROPEAN X-RAY FREE-ELECTRON LASER FACILITY GMBH",48,4,,"974524469",,,,false,,0,,0,,"XFEL",,,"HOLZKOPPEL 4",,2.36999e+06,0,0,-0.00873402
46,,,"PRC",0,9402,0,,"Berchem",0,"BE",0,0,,false,,0,false,0,0,"ECOPOWER",49,4,,"996525233",,,,false,,0,,0,,"ECO",,,"Posthoflei 3",,2.06332e+06,0,0,0.0145549
22,,,"PRC",0,0,0,,"PARIS CEDEX 14",0,"FR",0,0,,false,,0,false,0,0,"ENERCOOP",13,2,,"938470054",,,,false,,0,,0,,"ENERCOOP",,,"RUE SARRETTE 48",,403125,0,0,-0.0233319
10,,,"PRC",0,0,0,,"Elsenborn",0,"BE",0,0,,false,,0,false,0,0,"COURANT D AIR SCRL FS",5,1,,"950418223",,,,false,,0,,0,,"Courant d'Air SCRL FS",,,"WIRTZFELDER STRASSE 48",,421875,0,0,0.0264111
40,,,"OTH",0,0,0,,"BRUXELLES",0,"BE",0,0,,false,,0,false,0,0,"RESCOOP EU ASBL",50,5,,"939573429",,,,false,,0,,0,,"RESC",,,"AVENUE MILCAMPS 105",,1.46297e+06,0,0,-0.00283063
10,,,"OTH",0,0,0,,"BARROW IN FURNESS",0,"UK",0,0,,false,,0,false,0,0,"ENERGY4ALL LTD",5,1,,"939065149",,,,false,,0,,0,,"Energy4All",,,"TRINITY ENTREPRISE CENTRE UNIT 33 FURNESS BUSINESS PARK",,281250,0,0,-0.0379481
22,,,"OTH",0,0,0,,"GIRONA",0,"ES",0,0,,false,,0,false,0,0,"SOM ENERGIA SCCL",13,2,,"950617849",,,,false,,0,,0,,"SOM ENERGIA",,,"CALLE PIC DE PEGUERA 15 ESCALA B PISO 1 PORTA 16",,359031,0,0,-0.0353011
140,,,"PRC",0,0,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"MAGILLEM DESIGN SERVICES SAS",82,3,,"996287680",,,,false,,0,,0,,"Magillem",,,"RUE DE LA PIERRE LEVEE 4",,421400,0,0,-0.00286331
0,,,"PRC",0,0,0,,"MILANO",0,"IT",0,0,,false,,0,false,0,0,"TESTORI AERO SUPPLY SRL",0,2,,"938166638",,,,false,,0,,0,,"TAS",,,"VIA FRANCESCO PETRARCA 22",,1.33093e+06,0,0,0
296,,,"HES",0,57.7229,0,,"AUGSBURG",0,"DE",0,0,,false,,0,false,0,0,"UNIVERSITAET AUGSBURG",195,10,,"999598678",,,,false,,0,,0,,"UAU",,,"UNIVERSITAETSSTRASSE 2",,5.00498e+06,0,0,-0.00438083
0,,,"PRC",0,0,0,,"CAESAREA",0,"IL",0,0,,false,,0,false,0,0,"ITAMAR MEDICAL LTD",0,1,,"938198745",,,,false,,0,,0,,"Itamar Medical",,,"HALAMISH ST 9",,50000,0,0,0
32,,,"PRC",0,0,0,,"LJUBLJANA",0,"SI",0,0,,false,,0,false,0,0,"ELAPHE POGONSKE TEHNOLOGIJE DOO*ELAPHE PROPULSION TECHNOLOGIES LTDH VIROV DOO",20,3,,"973208470",,,,false,,0,,0,,"ELAPHE",,,"TESLOVA ULICA 30",,1.71924e+06,0,0,-0.0216522
36,,,"PRC",0,0,0,,"WIEN",0,"AT",0,0,,false,,0,false,0,0,"SPIRIT DESIGN - INNOVATION AND BRAND GMBH",26,2,,"939125095",,,,false,,0,,0,,"Spirit Design",,,"HASNERSTRASSE 123 STIEGE 1/4 STOCK TOP 1+2",,378344,0,0,-0.0319714
24,,,"PRC",0,0,0,,"Mandeure",0,"FR",0,0,,false,,0,false,0,0,"PEUGEOT MOTOCYCLES",12,1,,"943603294",,,,false,,0,,0,,"PSCO",,,"Rue du 17 novembre",,1.04387e+06,0,0,0.0785685
92,,,"PRC",0,256.087,0,,"VELIZY-VILLACOUBLAY",0,"FR",0,0,,false,,0,false,0,0,"PEUGEOT CITROEN AUTOMOBILES S.A.",88,8,,"999420877",,,,false,,0,,0,,"PSA",,,"Route de Gizy",,4.26058e+06,0,0,0.00505259
46,,,"PRC",0,0,0,,"CURNO",0,"IT",0,0,,false,,0,false,0,0,"FRENI BREMBO Spa",44,4,,"984966422",,,,false,,0,,0,,"BREMBO SPA",,,"VIA BREMBO  25",,2.85074e+06,0,0,0.0284809
42,,,"PRC",0,0,0,,"Aachen",0,"DE",0,0,,false,,0,false,0,0,"fka Forschungsgesellschaft Kraftfahrwesen mbH Aachen",30,2,,"995193811",,,,false,,0,,0,,"FKA",,,"Steinbachstrasse 7",,725482,0,0,-0.0139788
44,,,"PRC",0,0,0,,"MADRID",0,"ES",0,0,,false,,0,false,0,0,"ADAPTIVE PREDICTIVE EXPERT CONTROL ADEX SL",22,2,,"998121950",,,,false,,0,,0,,"ADEX",,,"Plaza Valle de la Jarosa 77",,139063,0,0,-0.0333923
0,,,"PRC",0,0,0,,"CANKAYA ANKARA",0,"TR",0,0,,false,,0,false,0,0,"KUARTISMED MEDIKAL ARASTIRMA GELISTIRME DANISMANLIK EGITIM SANAYI VE TICARET LIMITED SIRKETI",0,1,,"939069029",,,,false,,0,,0,,"KuartisMED",,,"UNIVERSITELER MAHALLESI IHSANDOGRAMACI BULVARI 1 IKIZLER BINASI A BLOK 2 ZEMIN KAT ODTU TEKNOKENT",,50000,0,0,0
18,,,"REC",0,0,0,,"TALLINN",0,"EE",0,0,,false,,0,false,0,0,"SIHTASUTUS STOCKHOLMI KESKKONNAINSTITUUDI TALLINNA KESKUS",10,2,,"999448425",,,,false,,0,,0,,"SEIT",,,"Lai Street 34",,165675,0,0,-0.053272
82,,,"HES",0,0,0,,"MILANO",0,"IT",0,0,,false,,0,false,0,0,"UNIVERSITA COMMERCIALE LUIGI BOCCONI",75,17,,"999838850",,,,false,,0,,0,,"BOC",,,"VIA SARFATTI 25",,1.42477e+07,0,0,0.00141242
90,,,"REC",0,5239.02,0,,"WUPPERTAL",0,"DE",0,0,,false,,0,false,0,0,"WUPPERTAL INSTITUT FUR KLIMA, UMWELT, ENERGIE GMBH",141,15,,"999929642",,,,false,,0,,0,,"WI",,,"DOPPERSBERG 19",,3.67871e+06,0,0,-0.0303724
50,,,"HES",0,15724.8,0,,"OXFORD",0,"UK",0,0,,false,,0,false,0,0,"OXFORD BROOKES UNIVERSITY",73,8,,"999446873",,,,false,,0,,0,,"OBU",,,"HEADINGTON CAMPUS GIPSY LANE",,2.40312e+06,0,0,-0.0126365
48,,,"HES",0,0,0,,"BELGRADE",0,"RS",0,0,,false,,0,false,0,0,"UNIVERSITY OF BELGRADE - FACULTY OF MINING AND GEOLOGY",31,2,,"999884343",,,,false,,0,,0,,"UoB",,,"Djusina 7",,117375,0,0,-0.0282412
44,,,"REC",0,3136,0,,"SOFIA",0,"BG",0,0,,false,,0,false,0,0,"SDRUZHENIE CHERNOMORSKI IZSLEDOVATELSKI ENERGIEN TSENTAR",46,5,,"963466469",,,,false,,0,,0,,"BSERC",,,"UL BOROVETS KV STRELBISHTE 5",,636589,0,0,-0.0226621
4,,,"PRC",0,0,0,,"REVILLA DE CAMARGO CANTABRIA",0,"ES",0,0,,false,,0,false,0,0,"APRIA SYSTEMS S.L.",2,2,,"939080184",,,,false,,0,,0,,"APRIA",,,"CENTRO DE EMPRESAS MUNICIPAL DE CAMARGO POLIGONO INDUSTRIAL DE TRASCUETO OFFICINA 111",,1.08922e+06,0,0,0.383393
4,,,"PUB",0,0,0,,"MATERA",0,"IT",0,0,,false,,0,false,0,0,"PROVINCIA DI MATERA",2,1,,"954440813",,,,false,,0,,0,,"Provincia di Matera",,,"VIA RIDOLA 60",,338207,0,0,0.345583
24,,,"HES",0,0,0,,"POTENZA",0,"IT",0,0,,false,,0,false,0,0,"UNIVERSITA DEGLI STUDI DELLA BASILICATA",14,2,,"999865040",,,,false,,0,,0,,"UBAS",,,"VIA NAZARIO SAURO 85",,158300,0,0,-0.0498281
4,,,"PUB",0,0,0,,"MATERA",0,"IT",0,0,,false,,0,false,0,0,"AZIENDA SANITARIA LOCALE DI MATERA",2,1,,"938463458",,,,false,,0,,0,,"AZIENDA SANITARIA LOCALE DI MATERA",,,"VIA MONTESCAGLIOSO SN",,37650,0,0,-0.257755
14,,,"PRC",0,0,0,,"Leiden",0,"NL",0,0,,false,,0,false,0,0,"Crisisplan B.V.",7,1,,"995564060",,,,false,,0,,0,,"CPLAN",,,"Frambozenweg 123",,343938,0,0,0.0258362
14,,,"OTH",0,0,0,,"KOBENHAVN K",0,"DK",0,0,,false,,0,false,0,0,"TAENKETANKEN EUROPA (TAENKETANKEN)",7,1,,"938463652",,,,false,,0,,0,,"ThinkEuropa",,,"AMAGERTORV 29A 4 TH",,84103,0,0,-0.0881161
0,,,"PRC",0,0,0,,"Newbury",0,"UK",0,0,,false,,0,false,0,0,"POWER STABILISATION LIMITED",0,1,,"938228330",,,,false,,0,,0,,"Power Stabilisation Limited",,,"72/73 Bartholomew Street",,50000,0,0,0
0,,,"PRC",0,0,0,,"PATERNA",0,"ES",0,0,,false,,0,false,0,0,"CYSNERGY SL",0,2,,"938272174",,,,false,,0,,0,,"CYSNERGY",,,"CALLE CATEDRATICO AGUSTIN ESCARDINO, 9",,952038,0,0,0
0,,,"PRC",0,0,0,,"VALENCIA",0,"ES",0,0,,false,,0,false,0,0,"INGELIA SL",0,1,,"952733710",,,,false,,0,,0,,"INGELIA",,,"CALLE JAIME ROIG 19, 1-G",,50000,0,0,0
0,,,"PRC",0,0,0,,"BARCELONA",0,"ES",0,0,,false,,0,false,0,0,"ILERIMPLANT, S.L.",0,1,,"938144813",,,,false,,0,,0,,"ILERIMPLANT, S.L.",,,"CALLE CORSEGA 270",,50000,0,0,0
48,,,"HES",0,0,0,,"KOLN",0,"DE",0,0,,false,,0,false,0,0,"TECHNISCHE HOCHSCHULE KOLN",32,5,,"998122629",,,,false,,0,,0,,"CUAS",,,"GUSTAV-HEINEMANN-UFER 54",,1.71474e+06,0,0,-0.000684863
16,,,"PRC",0,0,0,,"SANTIAGO DE COMPOSTELA",0,"ES",0,0,,false,,0,false,0,0,"ESPINA & DELFIN SL",8,1,,"950711260",,,,false,,0,,0,,"EyD",,,"VIA EDISON 9 POLIGONO INDUSTRIAL DEL TAMBRE",,119125,0,0,-0.042296
16,,,"PRC",0,0,0,,"BASSANO DEL GRAPPA VI",0,"IT",0,0,,false,,0,false,0,0,"ENERGIA TERRITORIO RISORSE AMBIENTALI - ETRA SPA",8,1,,"953522611",,,,false,,0,,0,,"ETRA",,,"LARGO PAROLINI 82/B",,178188,0,0,-0.00817723
50,,,"PRC",0,0,0,,"SEVILLA",0,"ES",0,0,,false,,0,false,0,0,"WELLNESS SMART CITIES SLU",40,3,,"942581011",,,,false,,0,,0,,"WSC",,,"CHARLES DARWIN SN",,839262,0,0,0.0151506
130,,,"HES",0,13549.8,0,,"CRANFIELD - BEDFORDSHIRE",0,"UK",0,0,,false,,0,false,0,0,"CRANFIELD UNIVERSITY",292,35,,"999440762",,,,false,,0,,0,,"CRANFIELD",,,"College Road",,1.17456e+07,0,0,0.00774059
16,,,"PUB",0,0,0,,"Gummersbach",0,"DE",0,0,,false,,0,false,0,0,"AGGERVERBAND",8,1,,"938362190",,,,false,,0,,0,,"AV",,,"SONNERSTRASSE 40",,207250,0,0,0.00861135
0,,,"PRC",0,0,0,,"BEST",0,"NL",0,0,,false,,0,false,0,0,"HELIOX BV",0,2,,"938094179",,,,false,,0,,0,,"HELIOX BV",,,"De Donge 2",,1.53071e+06,0,0,0
16,,,"PUB",0,0,0,,"GIRONA",0,"ES",0,0,,false,,0,false,0,0,"DIPUTACION DE GERONA",8,2,,"950867818",,,,false,,0,,0,,"DDGI",,,"PUJADA DE SANT MARTI 4",,1.12608e+06,0,0,-0.0036575
62,,,"PRC",0,0,0,,"TRONDHEIM",0,"NO",0,0,,false,,0,false,0,0,"UNINETT SIGMA AS",31,1,,"999569772",,,,false,,0,,0,,"SIGMA",,,"ABELS GATE 5",,157736,0,0,-0.0228889
62,,,"PRC",0,0,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"E-SCIENCE DATA FACTORY",31,1,,"937611216",,,,false,,0,,0,,"eSDF",,,"153 RUE OBERKAMPF BATIMENT H2",,356250,0,0,-0.0123662
62,,,"HES",0,0,0,,"Montpellier",0,"FR",0,0,,false,,0,false,0,0,"CINES",31,1,,"998593079",,,,false,,0,,0,,"CINES",,,"Saint Priest  950",,680419,0,0,0.00481705
120,,,"OTH",0,33.8176,0,,"BRISTOL",0,"UK",0,0,,false,,0,false,0,0,"JISC LBG",87,4,,"951478821",,,,false,,0,,0,,"Jisc",,,"ONE CASTLEPARK TOWER HILL",,986525,0,0,-0.00896937
126,,,"PRC",0,366.802,0,,"TOULOUSE",0,"FR",0,0,,false,,0,false,0,0,"CENTRE EUROPEEN DE RECHERCHE ET DE FORMATION AVANCEE EN CALCUL SCIENTIFIQUE",111,9,,"999940118",,,,false,,0,,0,,"CERFACS",,,"Avenue Gaspard Coriolis 42",,2.88202e+06,0,0,-0.019282
6,,,"PRC",0,0,0,,"Berlin",0,"DE",0,0,,false,,0,false,0,0,"SPACE STRUCTURES GMBH",3,2,,"938630007",,,,false,,0,,0,,"SPS",,,"FANNY ZOBEL STRASSE 9",,597488,0,0,0.215396
0,,,"PRC",0,0,0,,"GOTEBORG",0,"SE",0,0,,false,,0,false,0,0,"XVIVO PERFUSION AKTIEBOLAG",0,1,,"937963423",,,,false,,0,,0,,"XVIVO Perfusion",,,"Mässans Gata 10",,50000,0,0,0
30,,,"OTH",0,15666.5,0,,"ESCHBORN",0,"DE",0,0,,false,,0,false,0,0,"DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH",33,5,,"999933037",,,,false,,0,,0,,"GIZ",,,"Dag-Hammarskjold Weg  1-5",,1.92141e+06,0,0,0.101347
58,,,"PUB",0,73.9058,0,,"BRATISLAVA",0,"SK",0,0,,false,,0,false,0,0,"SLOVENSKA INOVACNA A ENERGETICKA AGENTURA",65,5,,"999760862",,,,false,,0,,0,,"SIEA",,,"Bajkalska 27",,352428,0,0,-0.0297523
90,,,"REC",0,432.906,0,,"BERLIN",0,"DE",0,0,,false,,0,false,0,0,"ECOLOGIC INSTITUT gemeinnützige GmbH",123,9,,"999741171",,,,false,,0,,0,,"ECO",,,"Pfalzburger Strasse  43-44",,4.29744e+06,0,0,0.0426051
58,,,"REC",0,0,0,,"RIGA",0,"LV",0,0,,false,,0,false,0,0,"FIZIKALAS ENERGETIKAS INSTITUTS",33,2,,"983180458",,,,false,,0,,0,,"IPE",,,"AIZKRAUKLES  21",,129124,0,0,-0.0399567
16,,,"OTH",0,0,0,,"SKOPJE",0,"MK",0,0,,false,,0,false,0,0,"CENTAR ZA ENERGETSKA EFIKASNOST NA MAKEDONIJA",8,1,,"986119461",,,,false,,0,,0,,"MACEF",,,"UL NIKOLA PARAPUNOV BR 31 LOKAL 52 KARPOS",,103820,0,0,-0.0587229
0,,,"PRC",0,0,0,,"TARRAGONA",0,"ES",0,0,,false,,0,false,0,0,"INTEGRATED MICROSYSTEMS FOR QUALITYOF LIFE, SOCIEDAD LIMITADA",0,1,,"969366300",,,,false,,0,,0,,"iMicroQ",,,"CALLE FERRO 6 NAVE 7 POLIGON INDUSTRIAL RIU CLAR",,50000,0,0,0
88,,,"PUB",0,174.161,0,,"Vilnius",0,"LT",0,0,,false,,0,false,0,0,"Lietuvos mokslo taryba",90,8,,"997808446",,,,false,,0,,0,,"LMT",,,"Gedimino   3",,639033,0,0,-0.0260073
52,,,"REC",0,0,0,,"PRAHA 1",0,"CZ",0,0,,false,,0,false,0,0,"AKADEMIE VED CESKE REPUBLIKY",26,2,,"999512445",,,,false,,0,,0,,"CAS",,,"NARODNI  3",,277835,0,0,-0.0242999
88,,,"PUB",0,574.812,0,,"WIEN",0,"AT",0,0,,false,,0,false,0,0,"FONDS ZUR FÖRDERUNG DER WISSENSCHAFTLICHEN FORSCHUNG",85,10,,"998735960",,,,false,,0,,0,,"FWF",,,"SENSENGASSE 1",,3.1967e+06,0,0,0.00331702
88,,,"REC",0,3442.83,0,,"Bern",0,"CH",0,0,,false,,0,false,0,0,"SCHWEIZERISCHER NATIONALFONDS ZUR FORDERUNG DER WISSENSCHAFTLICHEN FORSCHUNG",93,7,,"999540575",,,,false,,0,,0,,"SNSF",,,"Wildhainweg  3",,1.06601e+06,0,0,-0.0192809
72,,,"REC",0,1.53568,0,,"SWINDON",0,"UK",0,0,,false,,0,false,0,0,"THE ARTS AND HUMANITIES RESEARCH COUNCIL",47,4,,"999548820",,,,false,,0,,0,,"AHRC",,,"NORTH STAR AVENUE",,1.07384e+06,0,0,0.0215421
88,,,"PUB",0,4.59407,0,,"LUXEMBOURG",0,"LU",0,0,,false,,0,false,0,0,"FONDS NATIONAL DE LA RECHERCHE",71,7,,"998597153",,,,false,,0,,0,,"FNR",,,"RUE ANTOINE DE SAINT EXUPERY 6",,1.00552e+06,0,0,-0.0231419
52,,,"PUB",0,83.6379,0,,"DUBLIN  4",0,"IE",0,0,,false,,0,false,0,0,"AN TUDARAS UM ARD OIDEACHAS",27,4,,"999563370",,,,false,,0,,0,,"HEA",,,"SHELBOURNE ROAD BROOKLAWN HOUSE",,4.98483e+06,0,0,-0.0240168
92,,,"PUB",0,2244.04,0,,"RIGA",0,"LV",0,0,,false,,0,false,0,0,"VALSTS IZGLITIBAS ATTISTIBAS AGENTURA",160,18,,"948820730",,,,false,,0,,0,,"VIAA",,,"VALNU IELA 1",,2.37161e+06,0,0,-0.0229981
52,,,"REC",0,0,0,,"ZAGREB",0,"HR",0,0,,false,,0,false,0,0,"HRVATSKA AKADEMIJA ZNANOSTI I UMJETNOSTI",30,2,,"995092058",,,,false,,0,,0,,"HAZU",,,"TRG NIKOLE SUBICA ZRINSKOG  11",,179297,0,0,-0.0255024
88,,,"PUB",0,3355,0,,"Ljubljana",0,"SI",0,0,,false,,0,false,0,0,"Ministrstvo za izobrazevanje, znanost in sport",115,13,,"953355965",,,,false,,0,,0,,"MIZS",,,"Masarykova  16",,1.88542e+06,0,0,-0.0161271
88,,,"PUB",0,964.61,0,,"KRAKOW",0,"PL",0,0,,false,,0,false,0,0,"NARODOWE CENTRUM NAUKI",91,10,,"960264402",,,,false,,0,,0,,"NCN",,,"UL KROLEWSKA 57",,7.61028e+06,0,0,-0.0119836
22,,,"PRC",0,0,0,,"COCQUIO TREVISAGO VA",0,"IT",0,0,,false,,0,false,0,0,"KITE SOLUTIONS SRL",13,3,,"964666456",,,,false,,0,,0,,"KITE",,,"CONTRADA COSTA 9",,500375,0,0,-0.0414776
120,,,"PUB",0,0,0,,"BRASILIA",0,"BR",0,0,,false,,0,false,0,0,"MINISTERIO DA CIENCIA E TECNOLOGIA",63,2,,"999817025",,,,false,,0,,0,,"MCTI",,,"ESPLANADA DOS MINISTERIOS, BLOCO E, SALA 487",,0,0,0,-0.0299409
0,,,"PRC",0,0,0,,"Copenhagen V",0,"DK",0,0,,false,,0,false,0,0,"ONOMONDO APS",0,1,,"937978070",,,,false,,0,,0,,"Hello World Mobile ApS",,,"Valdemarsgade 1 B 4 tv",,50000,0,0,0
0,,,"PRC",0,0,0,,"FIORANO MODENESE (MO)",0,"IT",0,0,,false,,0,false,0,0,"DEF  DI R. DONI S.P.A.",0,1,,"941386747",,,,false,,0,,0,,"DEFSPA",,,"VIA SACCO E VANZETTI 23",,50000,0,0,0
14,,,"PRC",0,2649.05,0,,"MADRID",0,"ES",0,0,,false,,0,false,0,0,"NOMMON SOLUTIONS AND TECHNOLOGIES SL",8,4,,"953371194",,,,false,,0,,0,,"NOMMON",,,"CALLE CAÑAS 8 5 4",,722234,0,0,0.0901877
0,,,"PRC",0,0,0,,"ROMA",0,"IT",0,0,,false,,0,false,0,0,"IPTSAT SRL",0,1,,"959588409",,,,false,,0,,0,,"IPTSAT",,,"VIA SALLUSTIANA 23",,50000,0,0,0
12,,,"PRC",0,0,0,,"SANTANDER",0,"ES",0,0,,false,,0,false,0,0,"ACORDE TECHNOLOGIES S.A.",6,3,,"999796267",,,,false,,0,,0,,"ACORDE",,,"PCTCAN, Albert Einstein 6",,1.23584e+06,0,0,0.0260446
0,,,"PRC",0,0,0,,"OXFORD",0,"UK",0,0,,false,,0,false,0,0,"BRAINOMIX LIMITED",0,1,,"939050502",,,,false,,0,,0,,"Brainomix Limited",,,"PRAMA HOUSE 267 BANBURY ROAD SUMMERTOWN",,50000,0,0,0
32,,,"OTH",0,0,0,,"TARTU",0,"EE",0,0,,false,,0,false,0,0,"EESTI MAHEPOLLUMAJANDUSE SIHTASUTUS",16,1,,"938585678",,,,false,,0,,0,,"Estonian Organic Farming Foundation",,,"KUNGLA 1A",,81158.8,0,0,-0.0169163
32,,,"PRC",0,0,0,,"SENIGALLIA",0,"IT",0,0,,false,,0,false,0,0,"CONSORZIO MARCHE BIOLOGICHE - SOCIETA COOPERATIVA AGRICOLA",16,1,,"938062363",,,,false,,0,,0,,"CON MARCHE BIO",,,"VIA NICOLA ABBAGNANO 3",,78018.8,0,0,-0.0185376
42,,,"REC",0,0,0,,"BUDAPEST",0,"HU",0,0,,false,,0,false,0,0,"OKOLOGIAI MEZOGAZDASAGI KUTATOINTEZET KOZHASZNU NONPROFIT KFT",33,2,,"951242626",,,,false,,0,,0,,"OMKI",,,"MELCZER UTCA 47",,132662,0,0,-0.0269421
32,,,"REC",0,0,0,,"OZOLNIEKI",0,"LV",0,0,,false,,0,false,0,0,"EIROPAS LAUKSAIMNIECIBAS UN LAUKU KONSULTANTU ASOCIACIJA",16,1,,"940592026",,,,false,,0,,0,,"EUFRAS",,,"RIGASIELA 34",,28312.5,0,0,-0.044204
138,,,"HES",0,3153.94,0,,"VALENZANO",0,"IT",0,0,,false,,0,false,0,0,"CENTRO INTERNAZIONALE DI ALTISTUDI AGRONOMICI MEDITERRANEI",116,5,,"999870375",,,,false,,0,,0,,"CIHEAM",,,"VIA CEGLIE 9",,985112,0,0,0.00181621
46,,,"REC",0,554.295,0,,"PARIS",0,"FR",0,0,,false,,0,false,0,0,"INSTITUT TECHNIQUE DE L AGRICULTURE BIOLOGIQUE",38,3,,"993774022",,,,false,,0,,0,,"ITAB",,,"RUE DE BERCY 149",,525837,0,0,0.0128912
32,,,"OTH",0,0,0,,"SOFIA",0,"BG",0,0,,false,,0,false,0,0,"FONDATSIYA ZA BIOLOGICHNO ZEMEDELIEBIOSELENA",16,1,,"940017592",,,,false,,0,,0,,"FOA Bioselena",,,"41 SHIKA STR ENTRY A FL 1 AP 4",,28812.5,0,0,-0.0439459
32,,,"REC",0,0,0,,"WIEN",0,"AT",0,0,,false,,0,false,0,0,"FORSCHUNGSINSTITUT FUR BIOLOGISCHENLANDBAU OSTERREICH, ABGEKURZT FIBLOSTERREICH",16,1,,"938091754",,,,false,,0,,0,,"Forschungsinstitut für biologischen Landbau, FiBL Österreich",,,"MITTELGASSE 35/21",,105338,0,0,-0.00443129
32,,,"PRC",0,0,0,,"Mainz",0,"DE",0,0,,false,,0,false,0,0,"BIOLAND BERATUNG GMBH",16,1,,"960090481",,,,false,,0,,0,,"BBG",,,"Kaiserstrasse  18",,67156.2,0,0,-0.0241466
58,,,"REC",0,521.464,0,,"Frick",0,"CH",0,0,,false,,0,false,0,0,"FORSCHUNGSINSTITUT FUR BIOLOGISCHENLANDBAU STIFTUNG",67,4,,"998802114",,,,false,,0,,0,,"FiBL",,,"ACKERSTRASSE POSTFACH 1",,0,0,0,-0.0506249
32,,,"OTH",0,0,0,,"ROMA",0,"IT",0,0,,false,,0,false,0,0,"ASSOCIAZIONE ITALIANA PER L AGRICOLTURA BIOLOGICA*AIAB",16,1,,"998799301",,,,false,,0,,0,,"AIAB",,,"VIA PIAVE 14",,220125,0,0,0.0548406
